Lineage ID	Frequency  Day 0	Frequency  Day 3	Frequency  Day 6	Frequency  Day 9	Afatinib  response  group
bc14-037:bc30-081298	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-037:bc30-086504	0.0648929266709929	#N/A	#N/A	#N/A	Tolerant
bc14-038:bc30-004062	#N/A	0.208768267223382	#N/A	#N/A	Tolerant
bc14-038:bc30-022777	0.129785853341986	#N/A	#N/A	#N/A	Sensitive
bc14-038:bc30-025776	0.259571706683971	#N/A	#N/A	#N/A	Sensitive
bc14-038:bc30-043693	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-038:bc30-055830	0.194678780012979	#N/A	#N/A	#N/A	Sensitive
bc14-038:bc30-057819	0.0648929266709929	0.208768267223382	#N/A	#N/A	Sensitive
bc14-038:bc30-059241	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-039:bc30-005606	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-039:bc30-067041	0.259571706683971	#N/A	#N/A	#N/A	Sensitive
bc14-039:bc30-071070	0.129785853341986	#N/A	#N/A	#N/A	Sensitive
bc14-039:bc30-071573	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-039:bc30-074798	0.324464633354964	#N/A	0.212314225053079	#N/A	Tolerant
bc14-039:bc30-085698	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-039:bc30-086156	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-039:bc30-097361	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-040:bc30-041540	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-040:bc30-052198	0.129785853341986	#N/A	#N/A	#N/A	Tolerant
bc14-040:bc30-077147	0.129785853341986	#N/A	#N/A	#N/A	Tolerant
bc14-040:bc30-077164	0.259571706683971	#N/A	#N/A	#N/A	Sensitive
bc14-040:bc30-086653	#N/A	0.208768267223382	0.106157112526539	#N/A	Sensitive
bc14-040:bc30-087074	0.324464633354964	0.208768267223382	#N/A	#N/A	Sensitive
bc14-041:bc30-019652	0.129785853341986	#N/A	#N/A	#N/A	Sensitive
bc14-041:bc30-024244	0.0648929266709929	0.208768267223382	#N/A	#N/A	Sensitive
bc14-041:bc30-028986	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-041:bc30-040419	0.194678780012979	#N/A	#N/A	#N/A	Sensitive
bc14-043:bc30-089487	#N/A	0.208768267223382	#N/A	#N/A	Sensitive
bc14-044:bc30-024918	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-045:bc30-055277	0.129785853341986	#N/A	0.106157112526539	#N/A	Sensitive
bc14-045:bc30-082359	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-046:bc30-017426	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-046:bc30-047148	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-046:bc30-059550	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-046:bc30-085341	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-046:bc30-088001	#N/A	0.208768267223382	#N/A	#N/A	Sensitive
bc14-047:bc30-092195	#N/A	#N/A	0.106157112526539	#N/A	Tolerant
bc14-049:bc30-005445	#N/A	0.208768267223382	#N/A	#N/A	Sensitive
bc14-050:bc30-038125	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-050:bc30-069935	#N/A	#N/A	0.106157112526539	#N/A	Tolerant
bc14-051:bc30-024824	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-051:bc30-041241	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-051:bc30-045497	0.259571706683971	0.208768267223382	0.106157112526539	#N/A	Sensitive
bc14-051:bc30-059824	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-051:bc30-059884	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-051:bc30-087661	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-051:bc30-094255	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-051:bc30-097150	0.194678780012979	0.208768267223382	#N/A	#N/A	Sensitive
bc14-052:bc30-043614	0.0648929266709929	#N/A	#N/A	#N/A	Tolerant
bc14-052:bc30-071932	0.0648929266709929	#N/A	0.106157112526539	#N/A	Sensitive
bc14-052:bc30-072418	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-052:bc30-084859	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-053:bc30-014960	#N/A	#N/A	0.212314225053079	#N/A	Sensitive
bc14-053:bc30-047684	0.0648929266709929	#N/A	#N/A	#N/A	Tolerant
bc14-054:bc30-019543	0.324464633354964	0.208768267223382	0.106157112526539	#N/A	Sensitive
bc14-054:bc30-040931	0.45425048669695	0.208768267223382	0.106157112526539	#N/A	Sensitive
bc14-054:bc30-051394	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-053680	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-056461	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-058015	0.129785853341986	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-063716	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-067588	0.0648929266709929	#N/A	0.106157112526539	#N/A	Tolerant
bc14-054:bc30-067885	0.129785853341986	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-077234	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-083274	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-091290	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-054:bc30-095388	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-001342	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-055:bc30-003559	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-007437	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-055:bc30-017992	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-024585	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-029529	0.389357560025957	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-037305	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-041960	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-056904	0.0648929266709929	#N/A	0.106157112526539	#N/A	Tolerant
bc14-055:bc30-056969	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-059348	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-059564	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-064685	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-066496	0.0648929266709929	#N/A	0.106157112526539	#N/A	Tolerant
bc14-055:bc30-068091	0.129785853341986	#N/A	#N/A	#N/A	Tolerant
bc14-055:bc30-069491	0.259571706683971	#N/A	#N/A	#N/A	Sensitive
bc14-055:bc30-082544	0.0648929266709929	0.208768267223382	#N/A	#N/A	Tolerant
bc14-055:bc30-083868	0.324464633354964	0.417536534446764	0.212314225053079	#N/A	Sensitive
bc14-055:bc30-091658	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-056:bc30-031480	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-056:bc30-054790	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-057:bc30-011210	0.0648929266709929	0.208768267223382	0.106157112526539	#N/A	Sensitive
bc14-057:bc30-072952	#N/A	#N/A	0.106157112526539	#N/A	Sensitive
bc14-058:bc30-006803	0.0648929266709929	#N/A	0.106157112526539	#N/A	Sensitive
bc14-058:bc30-010204	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-058:bc30-035786	#N/A	0.208768267223382	#N/A	#N/A	Sensitive
bc14-058:bc30-037894	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
bc14-058:bc30-054741	0.0648929266709929	0.208768267223382	#N/A	#N/A	Sensitive
bc14-058:bc30-057807	0.0648929266709929	#N/A	#N/A	#N/A	Sensitive
